techs,demand_electricity_E3B,demand_electricity_E3C,demand_electricity_E1A,demand_electricity_E3B,demand_electricity_E2A,demand_electricity_E3C,demand_electricity_E2A,demand_electricity_E2A,demand_electricity_E2A,demand_electricity_E3C,demand_mobility,demand_electricity_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,EV_charger,VD_Lem
2019-09-01 00:00:00,22.382,7.49,12.932,78.295,20.282,20.685,12.145,23.59,40.495,76.405,0.0,288.382
2019-09-01 01:00:00,21.718,7.263,11.078,75.985,19.758,20.072,11.83,22.978,39.445,74.165,0.0,293.072
2019-09-01 02:00:00,22.278,7.455,10.36,77.928,18.952,20.58,11.358,22.05,37.852,76.038,0.0,293.072
2019-09-01 03:00:00,21.578,7.21,10.01,75.495,18.463,19.95,11.06,21.49,36.872,73.675,0.0,294.262
2019-09-01 04:00:00,22.12,7.403,9.888,77.42,19.162,20.458,11.48,22.295,38.255,75.565,0.0,294.84
2019-09-01 05:00:00,21.612,7.228,9.87,75.652,21.508,19.985,12.88,25.025,42.928,73.815,0.0,291.322
2019-09-01 06:00:00,20.79,6.948,11.392,72.712,23.94,19.215,14.332,27.86,47.81,70.962,0.0,284.27
2019-09-01 07:00:00,21.805,7.297,15.032,76.318,25.428,20.16,15.225,29.575,50.768,74.462,0.0,279.562
2019-09-01 08:00:00,23.642,7.91,18.375,82.74,25.585,21.858,15.312,29.75,51.065,80.745,0.0,280.752
2019-09-01 09:00:00,25.672,8.593,20.282,89.81,25.848,23.73,15.487,30.083,51.625,87.64,0.0,279.562
2019-09-01 10:00:00,26.145,8.75,20.738,91.473,27.72,24.168,16.59,32.252,55.335,89.268,393.75,280.158
2019-09-01 11:00:00,26.932,9.013,22.103,94.255,27.44,24.902,16.432,31.938,54.81,91.98,393.75,276.64
2019-09-01 12:00:00,27.318,9.135,21.665,95.568,26.88,25.235,16.1,31.272,53.672,93.258,393.75,269.588
2019-09-01 13:00:00,26.74,8.942,20.685,93.555,26.722,24.71,15.995,31.08,53.34,91.298,393.75,263.13
2019-09-01 14:00:00,26.705,8.925,19.915,93.432,26.268,24.675,15.732,30.555,52.43,91.175,393.75,260.19
2019-09-01 15:00:00,26.302,8.802,20.108,92.068,27.562,24.325,16.502,32.078,55.038,89.845,393.75,260.19
2019-09-01 16:00:00,25.742,8.61,24.692,90.072,29.908,23.8,17.92,34.79,59.71,87.902,393.75,261.362
2019-09-01 17:00:00,25.025,8.365,25.725,87.587,31.623,23.135,18.935,36.785,63.122,85.47,393.75,264.88
2019-09-01 18:00:00,24.832,8.312,23.642,86.87,32.322,22.942,19.355,37.59,64.522,84.788,0.0,264.302
2019-09-01 19:00:00,27.108,9.065,24.115,94.868,31.08,25.06,18.62,36.155,62.055,92.575,0.0,261.957
2019-09-01 20:00:00,27.492,9.205,23.345,96.215,29.925,25.41,17.92,34.808,59.728,93.905,0.0,262.535
2019-09-01 21:00:00,25.865,8.645,20.93,90.527,26.792,23.905,16.048,31.167,53.48,88.34,0.0,259.595
2019-09-01 22:00:00,24.15,8.085,17.325,84.508,23.38,22.33,14.0,27.195,46.672,82.478,0.0,259.595
2019-09-01 23:00:00,23.468,7.858,13.878,82.145,21.105,21.7,12.635,24.552,42.14,80.168,0.0,264.302
2019-09-02 00:00:00,24.22,8.102,11.638,84.718,19.478,22.382,11.672,22.662,38.902,82.67,0.0,263.708
2019-09-02 01:00:00,23.572,7.875,10.272,82.478,19.18,21.787,11.498,22.33,38.308,80.482,0.0,266.07
2019-09-02 02:00:00,23.59,7.892,9.905,82.53,18.428,21.805,11.042,21.438,36.785,80.535,0.0,270.76
2019-09-02 03:00:00,23.328,7.805,9.94,81.638,18.252,21.56,10.92,21.228,36.435,79.678,0.0,273.7
2019-09-02 04:00:00,24.623,8.225,10.15,86.135,19.215,22.75,11.515,22.365,38.378,84.07,0.0,276.64
2019-09-02 05:00:00,28.368,9.485,11.305,99.242,22.855,26.215,13.685,26.6,45.64,96.862,0.0,279.562
2019-09-02 06:00:00,23.555,7.875,13.878,82.425,26.81,21.77,16.048,31.185,53.515,80.43,0.0,278.39
