techs,demand_electricity_E3B,demand_electricity_E3C,demand_electricity_E1A,demand_electricity_E3B,demand_electricity_E2A,demand_electricity_E3C,demand_electricity_E2A,demand_electricity_E2A,demand_electricity_E2A,demand_electricity_E3C,demand_mobility,demand_electricity_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,EV_charger,VD_Lem
2019-09-01 00:00:00,19.185,6.42,11.085,67.11,17.385,17.73,10.41,20.22,34.71,65.49,0.0,247.185
2019-09-01 01:00:00,18.615,6.225,9.495,65.13,16.935,17.205,10.14,19.695,33.81,63.57,0.0,251.205
2019-09-01 02:00:00,19.095,6.39,8.88,66.795,16.245,17.64,9.735,18.9,32.445,65.175,0.0,251.205
2019-09-01 03:00:00,18.495,6.18,8.58,64.71,15.825,17.1,9.48,18.42,31.605,63.15,0.0,252.225
2019-09-01 04:00:00,18.96,6.345,8.475,66.36,16.425,17.535,9.84,19.11,32.79,64.77,0.0,252.72
2019-09-01 05:00:00,18.525,6.195,8.46,64.845,18.435,17.13,11.04,21.45,36.795,63.27,0.0,249.705
2019-09-01 06:00:00,17.82,5.955,9.765,62.325,20.52,16.47,12.285,23.88,40.98,60.825,0.0,243.66
2019-09-01 07:00:00,18.69,6.255,12.885,65.415,21.795,17.28,13.05,25.35,43.515,63.825,0.0,239.625
2019-09-01 08:00:00,20.265,6.78,15.75,70.92,21.93,18.735,13.125,25.5,43.77,69.21,0.0,240.645
2019-09-01 09:00:00,22.005,7.365,17.385,76.98,22.155,20.34,13.275,25.785,44.25,75.12,0.0,239.625
2019-09-01 10:00:00,22.41,7.5,17.775,78.405,23.76,20.715,14.22,27.645,47.43,76.515,337.5,240.135
2019-09-01 11:00:00,23.085,7.725,18.945,80.79,23.52,21.345,14.085,27.375,46.98,78.84,337.5,237.12
2019-09-01 12:00:00,23.415,7.83,18.57,81.915,23.04,21.63,13.8,26.805,46.005,79.935,337.5,231.075
2019-09-01 13:00:00,22.92,7.665,17.73,80.19,22.905,21.18,13.71,26.64,45.72,78.255,337.5,225.54
2019-09-01 14:00:00,22.89,7.65,17.07,80.085,22.515,21.15,13.485,26.19,44.94,78.15,337.5,223.02
2019-09-01 15:00:00,22.545,7.545,17.235,78.915,23.625,20.85,14.145,27.495,47.175,77.01,337.5,223.02
2019-09-01 16:00:00,22.065,7.38,21.165,77.205,25.635,20.4,15.36,29.82,51.18,75.345,337.5,224.025
2019-09-01 17:00:00,21.45,7.17,22.05,75.075,27.105,19.83,16.23,31.53,54.105,73.26,337.5,227.04
2019-09-01 18:00:00,21.285,7.125,20.265,74.46,27.705,19.665,16.59,32.22,55.305,72.675,0.0,226.545
2019-09-01 19:00:00,23.235,7.77,20.67,81.315,26.64,21.48,15.96,30.99,53.19,79.35,0.0,224.535
2019-09-01 20:00:00,23.565,7.89,20.01,82.47,25.65,21.78,15.36,29.835,51.195,80.49,0.0,225.03
2019-09-01 21:00:00,22.17,7.41,17.94,77.595,22.965,20.49,13.755,26.715,45.84,75.72,0.0,222.51
2019-09-01 22:00:00,20.7,6.93,14.85,72.435,20.04,19.14,12.0,23.31,40.005,70.695,0.0,222.51
2019-09-01 23:00:00,20.115,6.735,11.895,70.41,18.09,18.6,10.83,21.045,36.12,68.715,0.0,226.545
2019-09-02 00:00:00,20.76,6.945,9.975,72.615,16.695,19.185,10.005,19.425,33.345,70.86,0.0,226.035
2019-09-02 01:00:00,20.205,6.75,8.805,70.695,16.44,18.675,9.855,19.14,32.835,68.985,0.0,228.06
2019-09-02 02:00:00,20.22,6.765,8.49,70.74,15.795,18.69,9.465,18.375,31.53,69.03,0.0,232.08
2019-09-02 03:00:00,19.995,6.69,8.52,69.975,15.645,18.48,9.36,18.195,31.23,68.295,0.0,234.6
2019-09-02 04:00:00,21.105,7.05,8.7,73.83,16.47,19.5,9.87,19.17,32.895,72.06,0.0,237.12
2019-09-02 05:00:00,24.315,8.13,9.69,85.065,19.59,22.47,11.73,22.8,39.12,83.025,0.0,239.625
2019-09-02 06:00:00,20.19,6.75,11.895,70.65,22.98,18.66,13.755,26.73,45.87,68.94,0.0,238.62
2019-09-02 07:00:00,29.73,9.945,14.13,104.01,27.105,27.465,16.23,31.53,54.105,101.49,0.0,238.62
2019-09-02 08:00:00,32.19,10.77,15.525,112.635,27.975,29.745,16.755,32.55,55.86,109.92,0.0,237.615
2019-09-02 09:00:00,33.72,11.28,15.855,118.005,27.675,31.17,16.575,32.205,55.26,115.155,0.0,237.12
2019-09-02 10:00:00,34.92,11.685,15.765,122.205,28.845,32.28,17.28,33.555,57.585,119.265,337.5,238.62
2019-09-02 11:00:00,32.55,10.89,15.975,113.895,28.5,30.09,17.07,33.15,56.895,111.15,337.5,238.125
2019-09-02 12:00:00,34.395,11.505,14.865,120.345,27.9,31.785,16.71,32.46,55.71,117.435,337.5,237.12
2019-09-02 13:00:00,34.41,11.505,14.415,120.39,28.29,31.8,16.95,32.925,56.49,117.495,337.5,235.605
2019-09-02 14:00:00,33.075,11.07,14.625,115.74,27.915,30.57,16.725,32.475,55.74,112.95,337.5,234.09
2019-09-02 15:00:00,27.495,9.195,15.78,96.21,28.29,25.41,16.935,32.91,56.46,93.885,337.5,231.57
2019-09-02 16:00:00,19.11,6.39,21.06,66.855,28.635,17.655,17.145,33.315,57.18,65.25,337.5,232.59
2019-09-02 17:00:00,15.765,5.28,20.925,55.185,28.29,14.58,16.935,32.91,56.46,53.85,337.5,232.08
2019-09-02 18:00:00,15.84,5.295,19.14,55.395,28.575,14.64,17.115,33.24,57.045,54.06,0.0,232.59
2019-09-02 19:00:00,18.93,6.33,19.755,66.255,27.885,17.505,16.695,32.445,55.68,64.65,0.0,237.12
2019-09-02 20:00:00,18.48,6.18,19.815,64.65,26.295,17.07,15.75,30.6,52.5,63.09,0.0,236.61
2019-09-02 21:00:00,14.865,4.965,18.12,51.99,23.43,13.74,14.025,27.255,46.77,50.73,0.0,237.615
2019-09-02 22:00:00,22.905,7.665,15.54,80.145,21.12,21.165,12.645,24.57,42.165,78.21,0.0,237.615
2019-09-02 23:00:00,20.625,6.9,12.765,72.15,18.96,19.05,11.355,22.065,37.86,70.41,0.0,235.605
2019-09-03 00:00:00,20.73,6.93,10.755,72.54,17.505,19.155,10.485,20.355,34.95,70.8,0.0,236.61
2019-09-03 01:00:00,19.98,6.69,9.27,69.915,17.1,18.465,10.245,19.905,34.155,68.22,0.0,238.125
2019-09-03 02:00:00,20.355,6.81,8.79,71.205,16.155,18.81,9.675,18.795,32.25,69.495,0.0,238.125
2019-09-03 03:00:00,20.43,6.84,8.565,71.49,15.99,18.885,9.57,18.6,31.92,69.765,0.0,235.605
2019-09-03 04:00:00,21.195,7.095,8.685,74.16,17.04,19.59,10.2,19.83,34.02,72.375,0.0,234.6
2019-09-03 05:00:00,24.615,8.235,9.75,86.145,20.385,22.755,12.21,23.7,40.68,84.075,0.0,235.095
2019-09-03 06:00:00,21.06,7.035,12.225,73.665,24.45,19.455,14.64,28.44,48.81,71.895,0.0,237.615
2019-09-03 07:00:00,30.57,10.23,13.68,106.98,28.56,28.26,17.1,33.225,57.015,104.4,0.0,241.14
2019-09-03 08:00:00,33.405,11.175,14.61,116.91,29.61,30.885,17.73,34.455,59.13,114.09,0.0,241.65
2019-09-03 09:00:00,34.965,11.7,14.205,122.37,29.16,32.325,17.46,33.915,58.215,119.415,0.0,239.625
2019-09-03 10:00:00,36.15,12.09,14.34,126.48,29.46,33.405,17.64,34.275,58.815,123.435,337.5,235.095
2019-09-03 11:00:00,33.465,11.19,15.06,117.075,29.565,30.93,17.7,34.395,59.025,114.255,337.5,229.56
2019-09-03 12:00:00,35.13,11.745,13.965,122.94,28.8,32.475,17.25,33.51,57.51,119.985,337.5,230.07
