techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2019-12-25 02:00:00,7.12,1.96,10.33,16.78,11.06,1.90,8.51,12.95,15.38,15.13,15.13
2019-12-25 03:00:00,8.22,2.27,11.93,19.37,12.77,2.20,9.83,14.95,17.75,17.46,17.46
2019-12-25 04:00:00,8.95,2.47,12.98,21.08,13.89,2.39,10.69,16.26,19.32,19.00,19.00
2019-12-25 05:00:00,8.71,2.40,12.64,20.53,13.53,2.33,10.41,15.84,18.81,18.50,18.50
2019-12-25 06:00:00,8.12,2.24,11.78,19.14,12.61,2.17,9.71,14.77,17.54,17.25,17.25
2019-12-25 07:00:00,8.54,2.35,12.38,20.11,13.25,2.28,10.20,15.52,18.43,18.13,18.13
2019-12-25 08:00:00,9.32,2.57,13.52,21.96,14.47,2.49,11.14,16.94,20.12,19.79,19.79
2019-12-25 09:00:00,9.20,2.54,13.35,21.69,14.29,2.46,11.00,16.73,19.87,19.55,19.55
2019-12-25 10:00:00,8.99,2.48,13.04,21.19,13.96,2.40,10.75,16.35,19.42,19.10,19.10
2019-12-25 11:00:00,9.04,2.49,13.11,21.30,14.04,2.42,10.81,16.43,19.52,19.20,19.20
2019-12-25 12:00:00,9.36,2.58,13.57,22.04,14.52,2.50,11.18,17.01,20.20,19.87,19.87
2019-12-25 13:00:00,9.92,2.74,14.38,23.36,15.39,2.65,11.85,18.02,21.41,21.06,21.06
2019-12-25 14:00:00,10.34,2.85,15.00,24.37,16.06,2.76,12.36,18.80,22.33,21.96,21.96
2019-12-25 15:00:00,10.84,2.99,15.73,25.54,16.83,2.90,12.96,19.71,23.41,23.02,23.02
2019-12-25 16:00:00,11.23,3.10,16.30,26.47,17.44,3.00,13.43,20.42,24.25,23.85,23.85
2019-12-25 17:00:00,11.26,3.11,16.33,26.53,17.48,3.01,13.46,20.47,24.31,23.91,23.91
2019-12-25 18:00:00,10.86,3.00,15.76,25.59,16.86,2.90,12.98,19.74,23.45,23.06,23.06
2019-12-25 19:00:00,10.03,2.77,14.55,23.63,15.57,2.68,11.99,18.23,21.65,21.30,21.30
2019-12-25 20:00:00,9.38,2.59,13.60,22.10,14.56,2.51,11.21,17.05,20.25,19.91,19.91
2019-12-25 21:00:00,8.23,2.27,11.94,19.40,12.78,2.20,9.84,14.96,17.77,17.48,17.48
2019-12-25 22:00:00,7.16,1.97,10.38,16.87,11.11,1.91,8.55,13.01,15.45,15.20,15.20
2019-12-25 23:00:00,7.30,2.01,10.59,17.20,11.34,1.95,8.73,13.27,15.76,15.50,15.50
2019-12-26 00:00:00,6.76,1.87,9.81,15.94,10.50,1.81,8.08,12.30,14.61,14.36,14.36
2019-12-26 01:00:00,6.37,1.76,9.25,15.02,9.90,1.70,7.62,11.59,13.76,13.54,13.54
2019-12-26 02:00:00,6.89,1.90,10.00,16.24,10.70,1.84,8.24,12.53,14.88,14.63,14.63
2019-12-26 03:00:00,7.88,2.17,11.43,18.56,12.23,2.10,9.41,14.32,17.01,16.73,16.73
2019-12-26 04:00:00,8.39,2.31,12.17,19.77,13.03,2.24,10.03,15.25,18.12,17.82,17.82
2019-12-26 05:00:00,8.43,2.33,12.23,19.87,13.09,2.25,10.08,15.33,18.21,17.91,17.91
2019-12-26 06:00:00,7.84,2.16,11.37,18.47,12.17,2.09,9.37,14.25,16.93,16.65,16.65
2019-12-26 07:00:00,7.83,2.16,11.36,18.45,12.16,2.09,9.36,14.24,16.91,16.63,16.63
2019-12-26 08:00:00,8.34,2.30,12.10,19.65,12.95,2.23,9.97,15.16,18.00,17.71,17.71
2019-12-26 09:00:00,8.41,2.32,12.19,19.81,13.05,2.25,10.05,15.28,18.15,17.85,17.85
2019-12-26 10:00:00,8.61,2.38,12.49,20.29,13.37,2.30,10.29,15.65,18.59,18.29,18.29
2019-12-26 11:00:00,8.70,2.40,12.62,20.50,13.51,2.32,10.40,15.82,18.78,18.48,18.48
2019-12-26 12:00:00,8.95,2.47,12.99,21.10,13.90,2.39,10.70,16.28,19.33,19.02,19.02
2019-12-26 13:00:00,9.49,2.62,13.76,22.35,14.73,2.53,11.34,17.24,20.48,20.14,20.14
2019-12-26 14:00:00,9.70,2.68,14.07,22.86,15.06,2.59,11.59,17.63,20.94,20.60,20.60
2019-12-26 15:00:00,10.09,2.78,14.63,23.77,15.66,2.69,12.05,18.33,21.78,21.42,21.42
2019-12-26 16:00:00,10.26,2.83,14.88,24.17,15.92,2.74,12.26,18.65,22.14,21.78,21.78
2019-12-26 17:00:00,9.85,2.72,14.29,23.22,15.30,2.63,11.78,17.91,21.27,20.92,20.92
2019-12-26 18:00:00,9.59,2.64,13.90,22.59,14.88,2.56,11.46,17.42,20.69,20.35,20.35
2019-12-26 19:00:00,9.10,2.51,13.20,21.44,14.13,2.43,10.87,16.54,19.64,19.32,19.32
2019-12-26 20:00:00,8.32,2.29,12.06,19.59,12.91,2.22,9.94,15.12,17.95,17.66,17.66
2019-12-26 21:00:00,7.33,2.02,10.63,17.28,11.38,1.96,8.76,13.33,15.83,15.57,15.57
2019-12-26 22:00:00,6.82,1.88,9.89,16.07,10.59,1.82,8.15,12.39,14.72,14.48,14.48
2019-12-26 23:00:00,6.76,1.87,9.81,15.94,10.50,1.81,8.08,12.30,14.60,14.36,14.36
2019-12-27 00:00:00,7.04,1.94,10.21,16.58,10.92,1.88,8.41,12.79,15.19,14.94,14.94
2019-12-27 01:00:00,8.36,2.31,12.13,19.71,12.98,2.23,9.99,15.20,18.06,17.76,17.76
2019-12-27 02:00:00,8.66,2.39,12.56,20.40,13.44,2.31,10.35,15.74,18.69,18.38,18.38
2019-12-27 03:00:00,8.78,2.42,12.73,20.69,13.63,2.35,10.49,15.96,18.95,18.64,18.64
2019-12-27 04:00:00,10.66,2.94,15.47,25.13,16.56,2.85,12.75,19.39,23.02,22.65,22.65
2019-12-27 05:00:00,12.31,3.40,17.86,29.02,19.12,3.29,14.72,22.38,26.59,26.15,26.15
2019-12-27 06:00:00,12.89,3.55,18.69,30.36,20.01,3.44,15.40,23.43,27.82,27.36,27.36
2019-12-27 07:00:00,13.55,3.74,19.66,31.93,21.04,3.62,16.20,24.63,29.26,28.78,28.78
2019-12-27 08:00:00,13.54,3.73,19.64,31.90,21.02,3.62,16.18,24.61,29.23,28.75,28.75
2019-12-27 09:00:00,13.13,3.62,19.04,30.94,20.38,3.51,15.69,23.87,28.35,27.88,27.88
2019-12-27 10:00:00,12.76,3.52,18.50,30.06,19.80,3.41,15.25,23.19,27.54,27.09,27.09
2019-12-27 11:00:00,12.31,3.40,17.86,29.01,19.12,3.29,14.72,22.38,26.58,26.15,26.15
2019-12-27 12:00:00,12.53,3.46,18.18,29.53,19.46,3.35,14.98,22.78,27.06,26.61,26.61
2019-12-27 13:00:00,12.70,3.50,18.42,29.92,19.72,3.39,15.18,23.08,27.42,26.97,26.97
2019-12-27 14:00:00,12.47,3.44,18.08,29.37,19.35,3.33,14.90,22.66,26.91,26.47,26.47
2019-12-27 15:00:00,12.41,3.42,18.00,29.23,19.26,3.31,14.83,22.55,26.78,26.34,26.34
2019-12-27 16:00:00,11.77,3.25,17.07,27.74,18.28,3.14,14.07,21.40,25.41,25.00,25.00
2019-12-27 17:00:00,10.48,2.89,15.21,24.70,16.28,2.80,12.53,19.06,22.64,22.26,22.26
2019-12-27 18:00:00,9.61,2.65,13.94,22.64,14.92,2.57,11.49,17.47,20.75,20.41,20.41
2019-12-27 19:00:00,9.02,2.49,13.09,21.26,14.01,2.41,10.78,16.40,19.48,19.16,19.16
2019-12-27 20:00:00,8.19,2.26,11.88,19.30,12.72,2.19,9.79,14.89,17.69,17.39,17.39
2019-12-27 21:00:00,7.02,1.94,10.19,16.55,10.90,1.88,8.39,12.76,15.16,14.91,14.91
2019-12-27 22:00:00,6.59,1.82,9.56,15.53,10.23,1.76,7.88,11.98,14.23,14.00,14.00
2019-12-27 23:00:00,6.55,1.81,9.50,15.44,10.17,1.75,7.83,11.91,14.14,13.91,13.91
2019-12-28 00:00:00,6.93,1.91,10.05,16.32,10.76,1.85,8.28,12.59,14.96,14.71,14.71
2019-12-28 01:00:00,7.97,2.20,11.57,18.79,12.38,2.13,9.53,14.49,17.21,16.93,16.93
2019-12-28 02:00:00,8.13,2.24,11.80,19.16,12.63,2.17,9.72,14.78,17.56,17.27,17.27
2019-12-28 03:00:00,8.60,2.37,12.48,20.27,13.35,2.30,10.28,15.63,18.57,18.26,18.26
2019-12-28 04:00:00,10.21,2.82,14.81,24.06,15.85,2.73,12.20,18.56,22.04,21.68,21.68
2019-12-28 05:00:00,12.35,3.41,17.92,29.11,19.18,3.30,14.77,22.46,26.67,26.23,26.23
2019-12-28 06:00:00,12.93,3.57,18.76,30.47,20.08,3.45,15.45,23.50,27.92,27.46,27.46
2019-12-28 07:00:00,13.60,3.75,19.73,32.05,21.12,3.63,16.26,24.72,29.37,28.88,28.88
2019-12-28 08:00:00,13.59,3.75,19.71,32.01,21.09,3.63,16.24,24.70,29.33,28.85,28.85
2019-12-28 09:00:00,13.18,3.63,19.11,31.05,20.46,3.52,15.75,23.95,28.45,27.98,27.98
2019-12-28 10:00:00,12.80,3.53,18.57,30.17,19.88,3.42,15.30,23.27,27.64,27.19,27.19
2019-12-28 11:00:00,12.36,3.41,17.93,29.13,19.19,3.30,14.77,22.47,26.69,26.25,26.25
2019-12-28 12:00:00,12.58,3.47,18.24,29.64,19.53,3.36,15.03,22.86,27.16,26.71,26.71
2019-12-28 13:00:00,12.74,3.52,18.48,30.02,19.78,3.40,15.23,23.16,27.51,27.06,27.06
2019-12-28 14:00:00,12.51,3.45,18.14,29.47,19.42,3.34,14.95,22.74,27.00,26.56,26.56
2019-12-28 15:00:00,12.45,3.43,18.06,29.33,19.33,3.33,14.88,22.63,26.88,26.43,26.43
2019-12-28 16:00:00,11.81,3.26,17.13,27.83,18.34,3.16,14.12,21.47,25.50,25.08,25.08
2019-12-28 17:00:00,10.52,2.90,15.25,24.78,16.33,2.81,12.57,19.12,22.70,22.33,22.33
2019-12-28 18:00:00,9.64,2.66,13.98,22.71,14.96,2.57,11.52,17.52,20.81,20.46,20.46
2019-12-28 19:00:00,9.05,2.50,13.13,21.32,14.05,2.42,10.81,16.45,19.54,19.21,19.21
2019-12-28 20:00:00,8.21,2.27,11.92,19.36,12.75,2.19,9.82,14.93,17.74,17.44,17.44
2019-12-28 21:00:00,7.04,1.94,10.22,16.60,10.94,1.88,8.42,12.81,15.21,14.96,14.96
2019-12-28 22:00:00,6.62,1.82,9.60,15.59,10.27,1.77,7.91,12.02,14.28,14.05,14.05
2019-12-28 23:00:00,6.57,1.81,9.54,15.49,10.21,1.76,7.86,11.95,14.19,13.96,13.96
2019-12-29 00:00:00,6.95,1.92,10.09,16.39,10.80,1.86,8.31,12.64,15.01,14.77,14.77
2019-12-29 01:00:00,8.00,2.21,11.61,18.86,12.42,2.14,9.56,14.55,17.28,16.99,16.99
2019-12-29 02:00:00,8.16,2.25,11.84,19.23,12.67,2.18,9.76,14.84,17.62,17.33,17.33
2019-12-29 03:00:00,8.63,2.38,12.52,20.34,13.40,2.31,10.32,15.69,18.64,18.33,18.33
2019-12-29 04:00:00,10.25,2.83,14.86,24.14,15.91,2.74,12.24,18.62,22.12,21.76,21.76
2019-12-29 05:00:00,12.39,3.42,17.97,29.19,19.23,3.31,14.80,22.52,26.74,26.30,26.30
2019-12-29 06:00:00,12.97,3.58,18.81,30.55,20.13,3.46,15.50,23.57,27.99,27.53,27.53
2019-12-29 07:00:00,13.64,3.76,19.79,32.15,21.18,3.64,16.30,24.80,29.45,28.97,28.97
2019-12-29 08:00:00,13.63,3.76,19.76,32.11,21.15,3.64,16.28,24.77,29.42,28.93,28.93
2019-12-29 09:00:00,13.21,3.65,19.17,31.14,20.52,3.53,15.79,24.02,28.53,28.06,28.06
2019-12-29 10:00:00,12.84,3.54,18.63,30.26,19.94,3.43,15.35,23.34,27.73,27.27,27.27
2019-12-29 11:00:00,12.40,3.42,17.99,29.22,19.25,3.31,14.82,22.54,26.77,26.33,26.33
2019-12-29 12:00:00,12.61,3.48,18.30,29.72,19.58,3.37,15.08,22.93,27.23,26.78,26.78
2019-12-29 13:00:00,12.78,3.52,18.53,30.11,19.84,3.41,15.27,23.23,27.58,27.13,27.13
2019-12-29 14:00:00,12.54,3.46,18.19,29.55,19.47,3.35,14.99,22.80,27.08,26.63,26.63
2019-12-29 15:00:00,12.48,3.44,18.11,29.41,19.38,3.33,14.92,22.69,26.95,26.51,26.51
2019-12-29 16:00:00,11.84,3.27,17.18,27.91,18.39,3.16,14.16,21.53,25.57,25.15,25.15
2019-12-29 17:00:00,10.54,2.91,15.29,24.84,16.37,2.82,12.60,19.16,22.76,22.39,22.39
2019-12-29 18:00:00,9.66,2.67,14.01,22.76,15.00,2.58,11.55,17.56,20.86,20.52,20.52
2019-12-29 19:00:00,9.07,2.50,13.16,21.38,14.09,2.42,10.84,16.49,19.59,19.27,19.27
2019-12-29 20:00:00,8.24,2.27,11.95,19.41,12.79,2.20,9.84,14.97,17.78,17.49,17.49
2019-12-29 21:00:00,7.06,1.95,10.25,16.65,10.97,1.89,8.44,12.84,15.25,15.00,15.00
2019-12-29 22:00:00,6.64,1.83,9.63,15.64,10.30,1.77,7.93,12.06,14.33,14.09,14.09
2019-12-29 23:00:00,6.60,1.82,9.57,15.54,10.24,1.76,7.88,11.99,14.24,14.01,14.01
2019-12-30 00:00:00,6.98,1.92,10.12,16.44,10.83,1.86,8.34,12.68,15.06,14.81,14.81
2019-12-30 01:00:00,8.03,2.21,11.64,18.91,12.46,2.14,9.59,14.59,17.33,17.04,17.04
2019-12-30 02:00:00,8.19,2.26,11.88,19.29,12.71,2.19,9.79,14.88,17.68,17.39,17.39
2019-12-30 03:00:00,8.66,2.39,12.56,20.40,13.44,2.31,10.35,15.74,18.70,18.39,18.39
2019-12-30 04:00:00,10.27,2.83,14.90,24.21,15.95,2.75,12.28,18.68,22.18,21.82,21.82
2019-12-30 05:00:00,12.42,3.43,18.01,29.26,19.28,3.32,14.84,22.57,26.81,26.37,26.37
2019-12-30 06:00:00,13.00,3.59,18.86,30.63,20.18,3.47,15.54,23.63,28.07,27.61,27.61
2019-12-30 07:00:00,13.68,3.77,19.85,32.24,21.24,3.66,16.35,24.87,29.54,29.05,29.05
2019-12-30 08:00:00,13.66,3.77,19.82,32.19,21.21,3.65,16.33,24.84,29.50,29.01,29.01
2019-12-30 09:00:00,13.25,3.66,19.22,31.22,20.57,3.54,15.84,24.09,28.61,28.14,28.14
2019-12-30 10:00:00,12.88,3.55,18.68,30.35,20.00,3.44,15.39,23.41,27.81,27.35,27.35
2019-12-30 11:00:00,12.44,3.43,18.04,29.31,19.31,3.32,14.86,22.61,26.85,26.41,26.41
2019-12-30 12:00:00,12.65,3.49,18.35,29.80,19.64,3.38,15.12,22.99,27.31,26.86,26.86
2019-12-30 13:00:00,12.81,3.53,18.58,30.18,19.89,3.42,15.31,23.28,27.66,27.20,27.20
2019-12-30 14:00:00,12.57,3.47,18.24,29.63,19.52,3.36,15.03,22.86,27.15,26.70,26.70
2019-12-30 15:00:00,12.51,3.45,18.15,29.49,19.43,3.34,14.96,22.75,27.02,26.57,26.57
2019-12-30 16:00:00,11.87,3.28,17.23,27.98,18.44,3.17,14.19,21.59,25.64,25.22,25.22
2019-12-30 17:00:00,10.57,2.92,15.33,24.90,16.41,2.82,12.63,19.21,22.82,22.44,22.44
2019-12-30 18:00:00,9.68,2.67,14.05,22.82,15.03,2.59,11.57,17.60,20.91,20.56,20.56
2019-12-30 19:00:00,9.10,2.51,13.19,21.43,14.12,2.43,10.87,16.54,19.64,19.32,19.32
2019-12-30 20:00:00,8.25,2.28,11.97,19.45,12.82,2.21,9.87,15.01,17.82,17.53,17.53
2019-12-30 21:00:00,7.08,1.95,10.27,16.69,11.00,1.89,8.47,12.88,15.29,15.04,15.04
2019-12-30 22:00:00,6.66,1.84,9.65,15.68,10.33,1.78,7.95,12.10,14.37,14.13,14.13
2019-12-30 23:00:00,6.62,1.82,9.60,15.59,10.27,1.77,7.91,12.03,14.28,14.05,14.05
2019-12-31 00:00:00,7.00,1.93,10.15,16.49,10.86,1.87,8.36,12.72,15.11,14.86,14.86
2019-12-31 01:00:00,8.05,2.22,11.68,18.97,12.50,2.15,9.62,14.63,17.38,17.09,17.09
2019-12-31 02:00:00,8.21,2.27,11.91,19.35,12.75,2.19,9.81,14.93,17.73,17.44,17.44
2019-12-31 03:00:00,8.69,2.40,12.60,20.46,13.48,2.32,10.38,15.79,18.75,18.44,18.44
2019-12-31 04:00:00,10.30,2.84,14.94,24.27,15.99,2.75,12.31,18.73,22.24,21.88,21.88
2019-12-31 05:00:00,12.37,3.41,17.95,29.16,19.21,3.31,14.79,22.49,26.72,26.28,26.28
2019-12-31 06:00:00,12.96,3.57,18.80,30.53,20.12,3.46,15.49,23.55,27.98,27.52,27.52
2019-12-31 07:00:00,13.72,3.78,19.90,32.33,21.30,3.67,16.40,24.94,29.62,29.13,29.13
2019-12-31 08:00:00,13.33,3.68,19.33,31.40,20.69,3.56,15.93,24.23,28.77,28.30,28.30
2019-12-31 09:00:00,13.16,3.63,19.09,31.02,20.44,3.52,15.73,23.93,28.42,27.95,27.95
2019-12-31 10:00:00,12.94,3.57,18.77,30.49,20.09,3.46,15.47,23.52,27.94,27.48,27.48
2019-12-31 11:00:00,12.38,3.42,17.96,29.18,19.23,3.31,14.80,22.51,26.74,26.30,26.30
2019-12-31 12:00:00,12.51,3.45,18.15,29.48,19.43,3.34,14.96,22.75,27.02,26.57,26.57
2019-12-31 13:00:00,12.59,3.47,18.26,29.66,19.54,3.36,15.04,22.88,27.17,26.73,26.73
2019-12-31 14:00:00,12.26,3.38,17.78,28.89,19.03,3.28,14.65,22.28,26.47,26.03,26.03
2019-12-31 15:00:00,12.26,3.38,17.78,28.88,19.03,3.28,14.65,22.28,26.46,26.03,26.03
2019-12-31 16:00:00,12.06,3.33,17.50,28.42,18.73,3.22,14.42,21.93,26.04,25.61,25.61
2019-12-31 17:00:00,11.45,3.16,16.61,26.98,17.78,3.06,13.68,20.81,24.72,24.31,24.31
2019-12-31 18:00:00,11.38,3.14,16.51,26.82,17.67,3.04,13.61,20.69,24.58,24.17,24.17
2019-12-31 19:00:00,10.66,2.94,15.46,25.11,16.54,2.85,12.74,19.37,23.01,22.63,22.63
2019-12-31 20:00:00,9.29,2.56,13.47,21.88,14.42,2.48,11.10,16.88,20.05,19.72,19.72
2019-12-31 21:00:00,8.02,2.21,11.63,18.89,12.45,2.14,9.58,14.57,17.31,17.02,17.02
2019-12-31 22:00:00,7.22,1.99,10.47,17.01,11.21,1.93,8.63,13.12,15.59,15.33,15.33
2019-12-31 23:00:00,7.30,2.01,10.58,17.19,11.33,1.95,8.72,13.26,15.75,15.49,15.49
2020-01-01 00:00:00,6.81,1.88,9.87,16.04,10.57,1.82,8.13,12.37,14.69,14.45,14.45
2020-01-01 01:00:00,6.64,1.83,9.63,15.65,10.31,1.77,7.94,12.07,14.34,14.10,14.10
2020-01-01 02:00:00,7.30,2.01,10.59,17.20,11.33,1.95,8.72,13.27,15.76,15.50,15.50
2020-01-01 03:00:00,8.43,2.32,12.22,19.85,13.08,2.25,10.07,15.32,18.19,17.89,17.89
2020-01-01 04:00:00,9.15,2.52,13.28,21.57,14.21,2.45,10.94,16.64,19.76,19.44,19.44
2020-01-01 05:00:00,12.23,3.37,17.73,28.81,18.98,3.27,14.61,22.22,26.39,25.96,25.96
2020-01-01 06:00:00,12.75,3.52,18.50,30.04,19.80,3.41,15.24,23.18,27.53,27.07,27.07
2020-01-01 07:00:00,13.51,3.73,19.60,31.84,20.98,3.61,16.15,24.57,29.18,28.70,28.70
2020-01-01 08:00:00,13.11,3.62,19.01,30.89,20.35,3.50,15.67,23.83,28.30,27.84,27.84
2020-01-01 09:00:00,12.94,3.57,18.77,30.50,20.09,3.46,15.47,23.53,27.94,27.48,27.48
2020-01-01 10:00:00,12.74,3.52,18.48,30.03,19.78,3.40,15.23,23.16,27.51,27.06,27.06
2020-01-01 11:00:00,12.20,3.37,17.70,28.76,18.95,3.26,14.59,22.19,26.35,25.92,25.92
2020-01-01 12:00:00,12.37,3.41,17.94,29.14,19.20,3.30,14.78,22.48,26.70,26.26,26.26
2020-01-01 13:00:00,12.48,3.44,18.10,29.40,19.37,3.33,14.91,22.68,26.94,26.49,26.49
2020-01-01 14:00:00,12.15,3.35,17.62,28.63,18.86,3.25,14.52,22.08,26.23,25.80,25.80
2020-01-01 15:00:00,12.15,3.35,17.62,28.63,18.86,3.25,14.52,22.09,26.23,25.80,25.80
2020-01-01 16:00:00,11.95,3.30,17.33,28.16,18.55,3.19,14.28,21.72,25.80,25.37,25.37
2020-01-01 17:00:00,11.32,3.12,16.41,26.66,17.57,3.02,13.52,20.57,24.43,24.03,24.03
2020-01-01 18:00:00,11.23,3.10,16.30,26.47,17.44,3.00,13.43,20.42,24.25,23.86,23.86
2020-01-01 19:00:00,10.50,2.90,15.23,24.74,16.30,2.81,12.55,19.09,22.67,22.30,22.30
2020-01-01 20:00:00,9.12,2.52,13.23,21.48,14.16,2.44,10.90,16.57,19.68,19.36,19.36
2020-01-01 21:00:00,7.85,2.17,11.39,18.51,12.19,2.10,9.39,14.28,16.96,16.68,16.68
2020-01-01 22:00:00,7.08,1.95,10.26,16.67,10.99,1.89,8.46,12.86,15.28,15.03,15.03
2020-01-01 23:00:00,7.17,1.98,10.39,16.88,11.12,1.91,8.56,13.02,15.47,15.21,15.21
2020-01-02 00:00:00,6.68,1.84,9.69,15.74,10.37,1.78,7.98,12.14,14.42,14.18,14.18
2020-01-02 01:00:00,6.54,1.80,9.49,15.41,10.15,1.75,7.82,11.89,14.12,13.89,13.89
2020-01-02 02:00:00,7.19,1.98,10.44,16.95,11.17,1.92,8.60,13.08,15.53,15.28,15.28
2020-01-02 03:00:00,8.33,2.30,12.08,19.62,12.93,2.22,9.95,15.13,17.98,17.68,17.68
2020-01-02 04:00:00,9.06,2.50,13.14,21.34,14.06,2.42,10.82,16.46,19.55,19.23,19.23
2020-01-02 05:00:00,11.28,3.11,16.36,26.58,17.51,3.01,13.48,20.50,24.35,23.95,23.95
2020-01-02 06:00:00,11.72,3.23,17.00,27.61,18.19,3.13,14.00,21.30,25.30,24.88,24.88
2020-01-02 07:00:00,12.51,3.45,18.14,29.47,19.42,3.34,14.95,22.74,27.00,26.56,26.56
2020-01-02 08:00:00,12.74,3.52,18.49,30.03,19.79,3.40,15.23,23.17,27.51,27.06,27.06
2020-01-02 09:00:00,12.44,3.43,18.04,29.31,19.31,3.32,14.87,22.61,26.85,26.41,26.41
2020-01-02 10:00:00,12.02,3.32,17.44,28.33,18.67,3.21,14.37,21.85,25.96,25.53,25.53
2020-01-02 11:00:00,11.67,3.22,16.93,27.49,18.12,3.12,13.95,21.21,25.19,24.78,24.78
2020-01-02 12:00:00,11.66,3.22,16.92,27.48,18.10,3.12,13.94,21.20,25.18,24.76,24.76
2020-01-02 13:00:00,11.83,3.26,17.15,27.87,18.36,3.16,14.13,21.50,25.53,25.11,25.11
2020-01-02 14:00:00,11.97,3.30,17.37,28.21,18.59,3.20,14.31,21.76,25.85,25.42,25.42
2020-01-02 15:00:00,12.27,3.38,17.80,28.91,19.05,3.28,14.67,22.31,26.49,26.06,26.06
2020-01-02 16:00:00,12.71,3.51,18.44,29.95,19.73,3.40,15.19,23.10,27.44,26.99,26.99
2020-01-02 17:00:00,12.76,3.52,18.50,30.06,19.80,3.41,15.24,23.19,27.54,27.09,27.09
2020-01-02 18:00:00,12.39,3.42,17.97,29.20,19.24,3.31,14.81,22.53,26.75,26.31,26.31
2020-01-02 19:00:00,11.58,3.19,16.79,27.28,17.97,3.09,13.83,21.04,24.99,24.58,24.58
2020-01-02 20:00:00,10.77,2.97,15.63,25.39,16.73,2.88,12.88,19.59,23.26,22.88,22.88
2020-01-02 21:00:00,9.44,2.60,13.70,22.25,14.66,2.52,11.28,17.16,20.38,20.05,20.05
2020-01-02 22:00:00,8.10,2.23,11.75,19.09,12.58,2.16,9.68,14.73,17.49,17.20,17.20
2020-01-02 23:00:00,8.24,2.27,11.96,19.43,12.80,2.20,9.85,14.99,17.80,17.51,17.51
2020-01-03 00:00:00,7.81,2.15,11.33,18.40,12.13,2.09,9.33,14.20,16.86,16.59,16.59
2020-01-03 01:00:00,7.78,2.15,11.28,18.33,12.08,2.08,9.30,14.14,16.79,16.52,16.52
2020-01-03 02:00:00,8.42,2.32,12.22,19.85,13.08,2.25,10.07,15.31,18.19,17.89,17.89
2020-01-03 03:00:00,9.42,2.60,13.67,22.20,14.63,2.52,11.26,17.13,20.34,20.01,20.01
2020-01-03 04:00:00,10.02,2.76,14.54,23.61,15.56,2.68,11.98,18.22,21.64,21.28,21.28
2020-01-03 05:00:00,10.47,2.89,15.18,24.66,16.25,2.80,12.51,19.02,22.60,22.22,22.22
2020-01-03 06:00:00,10.73,2.96,15.56,25.27,16.65,2.87,12.82,19.50,23.15,22.77,22.77
2020-01-03 07:00:00,11.08,3.06,16.07,26.10,17.20,2.96,13.24,20.13,23.91,23.52,23.52
2020-01-03 08:00:00,11.00,3.03,15.96,25.92,17.08,2.94,13.15,19.99,23.75,23.36,23.36
2020-01-03 09:00:00,10.87,3.00,15.77,25.62,16.88,2.91,13.00,19.77,23.48,23.09,23.09
2020-01-03 10:00:00,10.95,3.02,15.88,25.80,17.00,2.93,13.08,19.90,23.64,23.25,23.25
2020-01-03 11:00:00,10.69,2.95,15.50,25.18,16.59,2.86,12.77,19.43,23.07,22.69,22.69
2020-01-03 12:00:00,10.72,2.96,15.55,25.26,16.64,2.86,12.81,19.49,23.15,22.76,22.76
2020-01-03 13:00:00,10.97,3.03,15.91,25.84,17.03,2.93,13.11,19.94,23.68,23.29,23.29
2020-01-03 14:00:00,10.90,3.01,15.81,25.68,16.92,2.91,13.02,19.81,23.53,23.14,23.14
2020-01-03 15:00:00,11.09,3.06,16.08,26.13,17.21,2.96,13.25,20.15,23.94,23.54,23.54
2020-01-03 16:00:00,11.28,3.11,16.37,26.59,17.52,3.01,13.49,20.51,24.36,23.96,23.96
2020-01-03 17:00:00,10.85,2.99,15.74,25.56,16.84,2.90,12.97,19.72,23.42,23.04,23.04
2020-01-03 18:00:00,10.58,2.92,15.34,24.92,16.42,2.83,12.64,19.23,22.83,22.46,22.46
2020-01-03 19:00:00,10.10,2.79,14.65,23.79,15.68,2.70,12.07,18.35,21.80,21.44,21.44
2020-01-03 20:00:00,9.14,2.52,13.25,21.53,14.19,2.44,10.92,16.61,19.73,19.40,19.40
2020-01-03 21:00:00,7.99,2.20,11.59,18.83,12.41,2.13,9.55,14.53,17.25,16.97,16.97
2020-01-03 22:00:00,7.28,2.01,10.55,17.14,11.30,1.94,8.70,13.23,15.71,15.45,15.45
2020-01-03 23:00:00,7.25,2.00,10.52,17.08,11.26,1.94,8.66,13.18,15.65,15.40,15.40
2020-01-04 00:00:00,7.65,2.11,11.10,18.04,11.88,2.05,9.15,13.91,16.53,16.25,16.25
2020-01-04 01:00:00,9.44,2.60,13.69,22.24,14.66,2.52,11.28,17.16,20.38,20.04,20.04
2020-01-04 02:00:00,9.85,2.72,14.29,23.21,15.29,2.63,11.77,17.90,21.26,20.91,20.91
2020-01-04 03:00:00,9.97,2.75,14.46,23.49,15.48,2.66,11.91,18.12,21.52,21.17,21.17
